premise	hypothesis	label
Seguru asko, hori da haur garaitik gogoratzen dudan lehen gauza, bereziki gaizki egindako zerbaiti buruzkoa.	Ez dut haurtzaroko oroitzapenik, egia esan.	2
Seguru asko, hori da haur garaitik gogoratzen dudan lehen gauza, bereziki gaizki egindako zerbaiti buruzkoa.	Oraindik ere gaizki sentitzen naiz.	1
Seguru asko, hori da haur garaitik gogoratzen dudan lehen gauza, bereziki gaizki egindako zerbaiti buruzkoa.	Nire lehen oroitzapenetako bat da.	0
Egun horietan beltza izatea ez zitzaien gustatzen, besterik gabe, eta ziur asko 30eko hamarkadaren hasieran egin zuten.	Hegoaldean zaila zen beltza izatea.	1
Egun horietan beltza izatea ez zitzaien gustatzen, besterik gabe, eta ziur asko 30eko hamarkadaren hasieran egin zuten.	Hain zen erraza beltza izatea!	2
Egun horietan beltza izatea ez zitzaien gustatzen, besterik gabe, eta ziur asko 30eko hamarkadaren hasieran egin zuten.	Zaila zen beltza izatea orduan.	0
Inork ez zekien nora joan ziren.	Denek zekiten, zehatz-mehatz, nora zihoazen.	2
Inork ez zekien nora joan ziren.	Inork ez zekien zein etxetan sartu ziren.	1
Inork ez zekien nora joan ziren.	Haien helmuga sekretua zen.	0
Eta ezin ziren Augusta inguruan gelditu, jendeak bazekielako zerbait egiten saiatu zirela, benetan tabua, zuri plantak egiten saiatu zirela.	Jendeak ez zekien ez zirela zuriak.	2
Eta ezin ziren Augusta inguruan gelditu, jendeak bazekielako zerbait egiten saiatu zirela, benetan tabua, zuri plantak egiten saiatu zirela.	Jendeak bazekien afroamerikarrak zirela.	1
Eta ezin ziren Augusta inguruan gelditu, jendeak bazekielako zerbait egiten saiatu zirela, benetan tabua, zuri plantak egiten saiatu zirela.	Jendea jakitun zen ez zirela zuriak.	0
Bai, beno, tipoa hemen dago.	Tipoa bertan dago.	0
Bai, beno, tipoa hemen dago.	Duela 2 minutu agertu da tipoa.	1
Bai, beno, tipoa hemen dago.	Tipoa ez da inoiz hona etorri.	2
Zerbait ikusten ari ginen telebistan.	Telebistarik ez genuen.	2
Zerbait ikusten ari ginen telebistan.	Telebistari begira geunden.	0
Zerbait ikusten ari ginen telebistan.	Telebistako berriak ikusten ari ginen.	1
Hala ere, berriro ere Ramonarekin hitz egin nuela uste dut.	Inoiz ez dut hitz egin Ramonarekin.	2
Hala ere, berriro ere Ramonarekin hitz egin nuela uste dut.	Ramonarekin hitz egin nuen berriro.	0
Hala ere, berriro ere Ramonarekin hitz egin nuela uste dut.	Elkarrizketa atsegina izan zen.	1
Kubako krisiaren biktima bakarra izan zen, eta Kaiser argazkiak atera eta Washingtongo aireko indarren Andrews basera abiatu zen zuzenean.	10 000 lagun hil ziren Kubako krisian.	2
Kubako krisiaren biktima bakarra izan zen, eta Kaiser argazkiak atera eta Washingtongo aireko indarren Andrews basera abiatu zen zuzenean.	Pertsona bakarra hil zen Kubako krisian.	0
Kubako krisiaren biktima bakarra izan zen, eta Kaiser argazkiak atera eta Washingtongo aireko indarren Andrews basera abiatu zen zuzenean.	Pertsona bakarra hil zen Kubako krisian, istripu batean.	1
Esan zuen: Ez duzu bizitza ulertzen nik bezala.	Esan zuen ez zuela ideiarik.	2
Esan zuen: Ez duzu bizitza ulertzen nik bezala.	Esan zuen gehiago zekiela bizitzari buruz.	0
Esan zuen: Ez duzu bizitza ulertzen nik bezala.	Esan zidan ez nekiela nola funtzionatzen zuen mundu errealak eta jarraitu egin behar niola.	1
Gero ulertu dut, eta, ados, baina zer egin horrekin?	Ez dakit nola uste zuten erabili behar nuela tramankulua.	1
Gero ulertu dut, eta, ados, baina zer egin horrekin?	Ez dakit zertarako erabili behar nuen.	0
Gero ulertu dut, eta, ados, baina zer egin horrekin?	Banekien zertarako erabili!	2
Eman minutu bat moztu nahi baduzue, eta joango naiz.	Oraintxe bertan joateko prest nago.	2
Eman minutu bat moztu nahi baduzue, eta joango naiz.	Minutu bat behar dut hemen.	0
Eman minutu bat moztu nahi baduzue, eta joango naiz.	Minutu bat behar dut nire pentsamenduak antolatzeko.	1
Beraz, Washington DCra joan nintzen, eta ez nintzen zuzenean joan, uh, uh, nire aginduetara esan zidaten moduan.	Inoiz ez naiz egon Washington DCn.	2
Beraz, Washington DCra joan nintzen, eta ez nintzen zuzenean joan, uh, uh, nire aginduetara esan zidaten moduan.	DCra joan nintzen nire ikuskatzailea ikustera.	1
Beraz, Washington DCra joan nintzen, eta ez nintzen zuzenean joan, uh, uh, nire aginduetara esan zidaten moduan.	Nazioko hiriburura joan nintzen.	0
Azal argiko pertsona beltz bat zen.	Oso azal iluna zuen.	2
Azal argiko pertsona beltz bat zen.	Azal argia zuen afroamerikarra izateko.	0
Azal argiko pertsona beltz bat zen.	Gainerako lagun beltzak baino argiagoa zen.	1
Aitak basokada handi bat txokolate esne egin zuen niretzat.	Aitak txokolate esnea ekarri zidan hozkailutik.	1
Aitak basokada handi bat txokolate esne egin zuen niretzat.	Aitak baso bete esne eman zidan.	0
Aitak basokada handi bat txokolate esne egin zuen niretzat.	Aitak esan zuen ezin nuela edan.	2
Garraio Departamentuak lursaila eta horrelakoak erosi behar zituen.	Garraio Departamentuak beste alokatu zezaketen beste lursail bat aurkitu ahal izan zuen.	2
Garraio Departamentuak lursaila eta horrelakoak erosi behar zituen.	Lursaila eta ekipamendua Garraio Departamentuak eskuratu zituen.	0
Garraio Departamentuak lursaila eta horrelakoak erosi behar zituen.	Garraio Departamentuak hiru milioi dolar baino gehiago ordaindu zuen lursaila erosteko.	1
Jaio egingo zatekeen.	2010eko abenduan jaio behar zuen.	1
Jaio egingo zatekeen.	Jaio egin behar zuen.	0
Jaio egingo zatekeen.	Ez zuen jaio behar.	2
Badakit zeinen urrun iritsi naizen.	Zer egiten ari zen ez nekiela esan nien.	2
Badakit zeinen urrun iritsi naizen.	Esan nien banekiela haien aurreikuspenak % 40an gainditu nituela.	1
Badakit zeinen urrun iritsi naizen.	Zer lortu zuen banekiela esan nien.	0
Ondo da, entzun al diezadakezue?	Entzun diezadakezue orain?	0
Ondo da, entzun al diezadakezue?	Entzun al dezakezue esaten ari naizena?	1
Ondo da, entzun al diezadakezue?	Badakit ezin nauzuela entzun.	2
Esan zenuen ez duzula gogoratzen ezer berezia irakurri izana eskolan zaharragoa zinenean. Irakurri al zenuen gustuko zenuen edo gorroto zenuen libururik?	Harry Potterren liburuak gustuko al zenituen?	1
Esan zenuen ez duzula gogoratzen ezer berezia irakurri izana eskolan zaharragoa zinenean. Irakurri al zenuen gustuko zenuen edo gorroto zenuen libururik?	Gustuko edo gorroto al zenuen liburu jakinen bat?	0
Esan zenuen ez duzula gogoratzen ezer berezia irakurri izana eskolan zaharragoa zinenean. Irakurri al zenuen gustuko zenuen edo gorroto zenuen libururik?	Badakit asko gustatzen zitzaizkizula irakurtzen zenituen liburu guztiak.	2
Injekzio bat jartzen duen torloju txiki bat da, arnas presioko hodia pilotuari eta kontrako presioari lotzen dio.	Torlojuak presioari eragiten dio.	0
Injekzio bat jartzen duen torloju txiki bat da, arnas presioko hodia pilotuari eta kontrako presioari lotzen dio.	Torlojua txikia eta zilar kolorekoa da.	1
Injekzio bat jartzen duen torloju txiki bat da, arnas presioko hodia pilotuari eta kontrako presioari lotzen dio.	Ez dago torlojurik, botoiak bakarrik.	2
Honela dio: Ez kezkatu horregatik, hartu behar beste denbora.	Presa behar nuela esan zidan.	2
Honela dio: Ez kezkatu horregatik, hartu behar beste denbora.	Esan zidan berdin ziola orduak behar banituen ere hori egiteko.	1
Honela dio: Ez kezkatu horregatik, hartu behar beste denbora.	Moteltzeko esan zidan.	0
Kennedy presidenteak hau esan die pilotuei: 'Jaunak, egin argazki onak'.	Kennedyk ez zien hitz egin.	2
Kennedy presidenteak hau esan die pilotuei: 'Jaunak, egin argazki onak'.	Kennedyk Aireko Indarretako pilotuekin hitz egin zuen.	1
Kennedy presidenteak hau esan die pilotuei: 'Jaunak, egin argazki onak'.	Kennedyk pilotuekin hitz egin zuen.	0
Eta nik pentsatu nuen ia amaitu egin nuela.	10 minutuan amaituko nuela esan nion.	1
Eta nik pentsatu nuen ia amaitu egin nuela.	Inoiz amaituko ez nuela esan nion.	2
Eta nik pentsatu nuen ia amaitu egin nuela.	Ia amaitu nuela esan nien.	0
Dena idazten saiatu nintzen.	Nire helburua gauzak idaztea zen.	0
Dena idazten saiatu nintzen.	Ez nintzen ezer idazten saiatu ere egin.	2
Dena idazten saiatu nintzen.	Aipatu zuen lan bakoitza idatzi nuen.	1
Ez, 1900ean jaio zen, 16 urte zituelako, eta 1926 ingurua izango zen, 1930a baino lehen.	1900eko urtarrilaren 1ean jaio zen.	1
Ez, 1900ean jaio zen, 16 urte zituelako, eta 1926 ingurua izango zen, 1930a baino lehen.	Mende berria hastean jaio zen.	0
Ez, 1900ean jaio zen, 16 urte zituelako, eta 1926 ingurua izango zen, 1930a baino lehen.	1943 arte ez zen jaio.	2
Beraz, benetan interesgarria izan zen.	Asko interesatzen zitzaidan zenbat jan zezakeen.	1
Beraz, benetan interesgarria izan zen.	Ez zitzaidan batere interesatzen.	2
Beraz, benetan interesgarria izan zen.	Interesgarria iruditu zitzaidan.	0
Haren ahizpa zuritzat har zitekeen, eta zuritzat jo zuen, hain zuzen.	Haren ahizpak auzoko larruazalik argiena zuen.	1
Haren ahizpa zuritzat har zitekeen, eta zuritzat jo zuen, hain zuzen.	Haren ahizpa, normalean, zuritzat jotzen zuten.	0
Haren ahizpa zuritzat har zitekeen, eta zuritzat jo zuen, hain zuzen.	Haren ahizpa oso iluna zen.	2
Beno, haren aita izateko bezain zaharra zen ia.	Hark baino 27 urte gehiago zituen.	1
Beno, haren aita izateko bezain zaharra zen ia.	Hura baino askoz gazteagoa zen.	2
Beno, haren aita izateko bezain zaharra zen ia.	Hura baino zaharragoa zen.	0
Hori, ni bizi euskarriko 922 bakarra nintzen, eta bestea laguntza fisiologikokoa zen.	Inork ez zuen inolako laguntzarik ematen.	2
Hori, ni bizi euskarriko 922 bakarra nintzen, eta bestea laguntza fisiologikokoa zen.	Gizon batek laguntza fisiologikoa ematen zien tropei.	1
Hori, ni bizi euskarriko 922 bakarra nintzen, eta bestea laguntza fisiologikokoa zen.	Gizon batek laguntza fisiologikoa ematen zuen.	0
Nik pentsatzen nuen bertara sartuko zela, eta pentsatu nuen husteko nirekin, egiteko errieta, ez nuelako bukatu.	Banekien ez zela inolaz ere etorriko.	2
Nik pentsatzen nuen bertara sartuko zela, eta pentsatu nuen husteko nirekin, egiteko errieta, ez nuelako bukatu.	Uste nuen borrokatzera zetorrela.	0
Nik pentsatzen nuen bertara sartuko zela, eta pentsatu nuen husteko nirekin, egiteko errieta, ez nuelako bukatu.	Nire tonuaz kexatuko zela pentsatu nuen.	1
Beno, jakina, esan gabe doa, ezin genuen akatsik egin.	Ondo da zenbait akats egiten baditugu.	2
Beno, jakina, esan gabe doa, ezin genuen akatsik egin.	Ezin genuen akatsik egin.	0
Beno, jakina, esan gabe doa, ezin genuen akatsik egin.	Ezin genuen ezer gaizki letreiatu.	1
Eta gauez ezin nuen lorik egin.	Gauez lo egiteko arazoak izan nituen.	0
Eta gauez ezin nuen lorik egin.	Lo egitea eragozten zidaten amesgaiztoak izaten jarraitu nuen.	1
Eta gauez ezin nuen lorik egin.	Gauean ume batek bezala egiten dut lo!	2
Benetan defentsa ona zuen.	Zakur basatietatik defenda zitekeen.	1
Benetan defentsa ona zuen.	Ondo defenda zitekeen.	0
Benetan defentsa ona zuen.	Oso zaurgarria zen.	2
Inoiz ez esateari dagokionez...	Jakin behar nuen guztia esan zidan	2
Inoiz ez esateari dagokionez...	Ez zidaten ezer esan segurtasun protokoloari buruz.	1
Inoiz ez esateari dagokionez...	Batzuetan ez didate esaten.	0
Gu inguru honetan bizi gara.	Gure etxea hemen inguruan zegoen.	0
Gu inguru honetan bizi gara.	Gure etxea hemendik urrun zegoen.	2
Gu inguru honetan bizi gara.	Gure etxea bi etxe uharte harago zegoen.	1
Eta oso azkar ari da hitz egiten; mugikorretik ari da.	Ahal bezain poliki hitz egiten ari da.	2
Eta oso azkar ari da hitz egiten; mugikorretik ari da.	iPhone batekin ari da hizketan.	1
Eta oso azkar ari da hitz egiten; mugikorretik ari da.	Telefono mugikorraz ari da hizketan.	0
Ezin dut gogoratu zer zen, baina bat-batean oso urduri jarri nintzen lehen aldiz eskolara joan behar nuela, eta hori izan zen nire bizitzako egunik estresagarriena.	Oso erlaxatuta nengoen eskola hastean.	2
Ezin dut gogoratu zer zen, baina bat-batean oso urduri jarri nintzen lehen aldiz eskolara joan behar nuela, eta hori izan zen nire bizitzako egunik estresagarriena.	Eskolara joateak kezkatzen ninduen	0
Ezin dut gogoratu zer zen, baina bat-batean oso urduri jarri nintzen lehen aldiz eskolara joan behar nuela, eta hori izan zen nire bizitzako egunik estresagarriena.	Kindergartenen hasteak kezkatzen ninduen	1
St. Louisetik kanpo bizi zen, Jefferson City eta St. Louis, MOren artean.	Texasen bizi zen.	2
St. Louisetik kanpo bizi zen, Jefferson City eta St. Louis, MOren artean.	Missouriko etxe hori batean bizi zen.	1
St. Louisetik kanpo bizi zen, Jefferson City eta St. Louis, MOren artean.	Missourin nengoen.	0
Del Rioko leku batera bidaltzen ari nintzen, eta gero Laughlin Aire Indarraren Oinarrira joan behar izan nuen.	Laughlin Aireko Indarraren Oinarria denboraldi batez itxi zen.	0
Del Rioko leku batera bidaltzen ari nintzen, eta gero Laughlin Aire Indarraren Oinarrira joan behar izan nuen.	Laughlin aireko indarraren oinarria beti egon da irekita.	2
Del Rioko leku batera bidaltzen ari nintzen, eta gero Laughlin Aire Indarraren Oinarrira joan behar izan nuen.	Laughlin aireko indarraren oinarrian 10.000 soldadu daude.	1
Ez dit axola nola egiten duten.	Ez dit axola zein kolore aukeratzen duzun.	1
Ez dit axola nola egiten duten.	Erabaki bakoitza onartu behar dut.	2
Ez dit axola nola egiten duten.	Ez zait interesatzen nola amaitu.	0
Orduan, begira, Ramona non dagoen jakingo dut, eta han deituko dut.	Ramonara nire etxera deitu nuen.	1
Orduan, begira, Ramona non dagoen jakingo dut, eta han deituko dut.	Nengoen lekura deitu nuen Ramonara.	0
Orduan, begira, Ramona non dagoen jakingo dut, eta han deituko dut.	Ez nion kasurik egin Ramonari.	2
Bien bitartean, aireko indarrak SR71 erosi zuen, orain A-12, CIArekin lanean ari ginena.	Aire Indarrak 18 hegazkin erosi zituen.	1
Bien bitartean, aireko indarrak SR71 erosi zuen, orain A-12, CIArekin lanean ari ginena.	Aireko Indarrak hegazkinak erosi zituen.	0
Bien bitartean, aireko indarrak SR71 erosi zuen, orain A-12, CIArekin lanean ari ginena.	Aireko Indarrak ez zuen hegazkinik.	2
Orduan, arrebaren senarra ere argi zegoen?	Ahizpa gizon beltz batekin ezkonduta dago.'	1
Orduan, arrebaren senarra ere argi zegoen?	Ahizpa ezkonduta dago.'	0
Orduan, arrebaren senarra ere argi zegoen?	Ahizpa ezkongabea da.'	2
Zahartu ahala, ordea, ez zuen inoiz onartu oker zegoela, baina aldatu egin zuen portaera.	Berak ez zuen bere portaera aldatu.	2
Zahartu ahala, ordea, ez zuen inoiz onartu oker zegoela, baina aldatu egin zuen portaera.	Ez zuen inoiz onartu oker zegoela.	0
Zahartu ahala, ordea, ez zuen inoiz onartu oker zegoela, baina aldatu egin zuen portaera.	Inoiz ez zuen esan meatloafari buruzko arrazoirik zuenik.	1
Tipo handia da osaba.	Asko gustatzen zait osaba.	0
Tipo handia da osaba.	Osaba idiota da!	2
Tipo handia da osaba.	Osaba oso eskuzabala da.	1
Han bizi zen ahizparengana joan nintzen. Senarra lanean ari zen eta Inteligentziarekin lan egiten zuen, eta ni haren etxera joan nintzen.	Nire anaia, legean, armadan zegoen.	1
Han bizi zen ahizparengana joan nintzen. Senarra lanean ari zen eta Inteligentziarekin lan egiten zuen, eta ni haren etxera joan nintzen.	Nire anaia zerbitzuan zegoen legean.	0
Han bizi zen ahizparengana joan nintzen. Senarra lanean ari zen eta Inteligentziarekin lan egiten zuen, eta ni haren etxera joan nintzen.	Anaia ez zen inoiz sartu.	2
Nik uste nuen: Beno, nik beste pertsona bati alde egingo diot, baina orduan nik pentsatzen nuen: Ene!	Beste pertsona bat bere ordez joan behar zuela pentsatu nuen.	0
Nik uste nuen: Beno, nik beste pertsona bati alde egingo diot, baina orduan nik pentsatzen nuen: Ene!	Pentsatu nuen norbaitek nire lekua hartzea utziko nuela bileran.	1
Nik uste nuen: Beno, nik beste pertsona bati alde egingo diot, baina orduan nik pentsatzen nuen: Ene!	Ez nion beste inori uzten.	2
Minutu bat jipoitzen ari da mahaigainean, hurrengoa ondo dago, nire mahaigainean edukitzea, dah, dah, dah, dah, dah, dah.	Hark asko aldatzen du bere burua.'	0
Minutu bat jipoitzen ari da mahaigainean, hurrengoa ondo dago, nire mahaigainean edukitzea, dah, dah, dah, dah, dah, dah.	Aldatu iritzia, ez baitaki zer egiten ari den.	1
Minutu bat jipoitzen ari da mahaigainean, hurrengoa ondo dago, nire mahaigainean edukitzea, dah, dah, dah, dah, dah, dah.	Oso sendoa eta lasaia da.	2
Hala eta guztiz ere, hara iritsi eta esan zuen: 'Nola ari zara iristen?	Gauzak nola zihoazen galdetu zuen.	0
Hala eta guztiz ere, hara iritsi eta esan zuen: 'Nola ari zara iristen?	Dokumentala amaitzen ari ginen galdetu zuen.	1
Hala eta guztiz ere, hara iritsi eta esan zuen: 'Nola ari zara iristen?	Ez zigun inola ere hitz egin.	2
Gero inguruan biraka nengoen, ez dakit, egun horretan egun osoa ematen zuen.	Presaka hasi eta azkar gainditu nuen.	2
Gero inguruan biraka nengoen, ez dakit, egun horretan egun osoa ematen zuen.	Han egon nintzen bi orduz.	1
Gero inguruan biraka nengoen, ez dakit, egun horretan egun osoa ematen zuen.	Luzaroan jarri nion gurpilari.	0
Berak tuberkulosia zuen eta nik ere ez nekien.	Ez nekien ia tuberkulosiaz hil zela.	1
Berak tuberkulosia zuen eta nik ere ez nekien.	Ez nekien tuberkulosia nuenik.	0
Berak tuberkulosia zuen eta nik ere ez nekien.	Bazekien tuberkulosiak jota zegoela.	2
Ezin duzu, ezin duzu bizirik iraun kontrapresiorik ez baduzu, altitude horietan arnas presioa handitzen baduzu.	Kontrapresioak aldi bakoitzean hiltzen zaitu.	2
Ezin duzu, ezin duzu bizirik iraun kontrapresiorik ez baduzu, altitude horietan arnas presioa handitzen baduzu.	5.000 oinetik gorako kontrapresioa behar da.	1
Ezin duzu, ezin duzu bizirik iraun kontrapresiorik ez baduzu, altitude horietan arnas presioa handitzen baduzu.	Altuera horretan kontrapresioa izan behar da.	0
Berehala hasi nintzen, uh, tokian zeuden beste bi motetako horretan trebatzen.	Ez nuen entrenamendurik jaso, beraz, aurrera zihoala ikusi nuen.	2
Berehala hasi nintzen, uh, tokian zeuden beste bi motetako horretan trebatzen.	Bi mutilek denda horretan lan egiteko entrenatu ninduten.	1
Berehala hasi nintzen, uh, tokian zeuden beste bi motetako horretan trebatzen.	Bi mutilek entrenatu ninduten.	0
Kuota batetik kanpo bazegoen, doikuntza batzuk egin behar zizkion erregulatzaileari berari.	Erregulatzaileak ez zuen merezi.	2
Kuota batetik kanpo bazegoen, doikuntza batzuk egin behar zizkion erregulatzaileari berari.	Erreguladoreak dena aldatuko luke jantzian.	1
Kuota batetik kanpo bazegoen, doikuntza batzuk egin behar zizkion erregulatzaileari berari.	Erregulatzailearekin jokatu beharko zenuke.	0
Uh, ni neu nintzen oraindik bakarra eta bederatzi bi bakarrik jarri nituen injekzioa erreguladorean.	Nik asteartean jarri nuen injektorea.	1
Uh, ni neu nintzen oraindik bakarra eta bederatzi bi bakarrik jarri nituen injekzioa erreguladorean.	Ni 922 bat nintzen.	0
Uh, ni neu nintzen oraindik bakarra eta bederatzi bi bakarrik jarri nituen injekzioa erreguladorean.	Inoiz ez zen izan 922 bat.	2
Ezkontzaren zeremonia ere ez zuen ulertzen, ez zekien ezkondu egin zela, benetan...	Berak ez zuen ulertzen motarekin betiko harrapatuta zegoela, nahiz eta inoiz ez ezagutu.	1
