ann_id	change_type	probintzia	prem_id	premise	hypothesis	label
s2	toka	gipuzkoa	prem140	Asko pentxatu dik gue artearen egoeran ingurun.	Gurfe arteari buruz asko hitz egin dugu.	0
s2	dialectal	gipuzkoa	prem140	Asko pentxau du gue artearen egoeran ingurun.	Gurfe arteari buruz asko hitz egin dugu.	0
s2	noka	gipuzkoa	prem140	Asko pentxatu din gue artearen egoeran ingurun.	Ez zaigu axola ematen gure artea.	2
s2	toka	gipuzkoa	prem140	Asko pentxatu dik gue artearen egoeran ingurun.	Bakoitzak duen artea bakarra da.	1
s2	noka	gipuzkoa	prem140	Asko pentxatu din gue artearen egoeran ingurun.	Bakoitzak duen artea bakarra da.	1
s2	dialectal	gipuzkoa	prem140	Asko pentxau du gue artearen egoeran ingurun.	Bakoitzak duen artea bakarra da.	1
s2	noka	gipuzkoa	prem140	Asko pentxatu din gue artearen egoeran ingurun.	Gurfe arteari buruz asko hitz egin dugu.	0
g2	dialectal	bizkaia	prem141	Kanpaña antikapitalistan barrun ongo astin ekimen gexa antolatu txuez	Kanpaina antikapitalista bertan behera utzi dute, ez baizen jendea agertu.	2
g2	dialectal	bizkaia	prem141	Kanpaña antikapitalistan barrun ongo astin ekimen gexa antolatu txuez	Ekimen berrien artean kontzertu bat dago.	0
g2	dialectal	bizkaia	prem141	Kanpaña antikapitalistan barrun ongo astin ekimen gexa antolatu txuez	Kanpaina antikapitalistak eta kanpaina antisozialistak kontrakoak dira.	1
g6	dialectal	gipuzkoa	prem142	"Helbide hoiek aldatzeko, interneten "" Nire Datuak "" atalea sartu behar zea."	"Nire Datuak sartu eta gero, ""OK"" botoia sakatu behar duzu."	0
g6	dialectal	gipuzkoa	prem142	"Helbide hoiek aldatzeko, interneten "" Nire Datuak "" atalea sartu behar zea."	Ezinezkoa da  helbideak aldatzea web orria erori delako.	2
g6	dialectal	gipuzkoa	prem142	"Helbide hoiek aldatzeko, interneten "" Nire Datuak "" atalea sartu behar zea."	Helbide elektronikoak mezuak bidaltzeko erabiltzen dira.	1
s4	dialectal	gipuzkoa	prem143	Lan iteko ta harremanak izateko modua aldau du eraldaketa digitalak.	Jendeak beti bezala lan egiten du.	2
s4	dialectal	gipuzkoa	prem143	Lan iteko ta harremanak izateko modua aldau du eraldaketa digitalak.	Eraldaketa digitala mundua behar duen hurrengo aurrerapena da.	1
s4	dialectal	gipuzkoa	prem143	Lan iteko ta harremanak izateko modua aldau du eraldaketa digitalak.	Jendeak denbora gehiago mugikorrean eta ordenagailuan irauten du.	0
g2	dialectal	bizkaia	prem144	Beti ra kejateko bidi, batezbe norbera danin ahul eta laguntzi eztanin iñox perkektu ixaten	Ez dago inor ahul, lan egin nahi ez duen jendea baizik.	2
g2	dialectal	bizkaia	prem144	Beti ra kejateko bidi, batezbe norbera danin ahul eta laguntzi eztanin iñox perkektu ixaten	Laguntzarekin edonork edozer egin dezake.	0
g2	dialectal	bizkaia	prem144	Beti ra kejateko bidi, batezbe norbera danin ahul eta laguntzi eztanin iñox perkektu ixaten	Guztiok behar dugu laguntza noizbehinka.	1
g5	dialectal	gipuzkoa	prem145	Ez zekin hilda zeola.	Hilik dauden pertsonak ez dira mugitzen.	1
g5	dialectal	gipuzkoa	prem145	Ez zekin hilda zeola.	Ez zegoen hilda, lotan zegoen.	2
g5	dialectal	gipuzkoa	prem145	Ez zekin hilda zeola.	Hil zegoela zirudien.	0
s1	dialectal	bizkaia	prem146	Asko emoziona nintzen ezusteko agur horregaz.	Ezustekoak onak edo txarrak izan daitezke.	1
s1	dialectal	bizkaia	prem146	Asko emoziona nintzen ezusteko agur horregaz.	Zorionez ezusteko ona izan zen.	0
s1	dialectal	bizkaia	prem146	Asko emoziona nintzen ezusteko agur horregaz.	Ezusteko horri buruz duela aste ugari izen nuen berri.	2
g5	dialectal	gipuzkoa	prem147	Samsungek bau smart school bat ta proposatze u klasek ematea bee Samsung Gear VR antiajokin ta MagicIWB S2 arbelekin.	Samsung telebistak, mugikorrak eta kamerak egiten du.	1
g5	dialectal	gipuzkoa	prem147	Samsungek bau smart school bat ta proposatze u klasek ematea bee Samsung Gear VR antiajokin ta MagicIWB S2 arbelekin.	Samsung munduko klase teknologikoena edukiko du.	0
g5	dialectal	gipuzkoa	prem147	Samsungek bau smart school bat ta proposatze u klasek ematea bee Samsung Gear VR antiajokin ta MagicIWB S2 arbelekin.	Samsung ezin du klaseak eman VR betaurrekoekin, haurrak jolasten egongo zirelako.	2
g4	dialectal	nafarroa	prem148	GETAIKO EUSKERA Getariako hizkera ta ahozko ondarea biltzen dituen GETARIAKO AHOTSAK liburuan emaitza da.	Ez zait gustatzen GETAIKO EUSKERA liburua.	1
g4	dialectal	nafarroa	prem148	GETAIKO EUSKERA Getariako hizkera ta ahozko ondarea biltzen dituen GETARIAKO AHOTSAK liburuan emaitza da.	GETAIKO EUSKERA liburuan Getariako hizkera aurkitu daiteke.	0
g4	dialectal	nafarroa	prem148	GETAIKO EUSKERA Getariako hizkera ta ahozko ondarea biltzen dituen GETARIAKO AHOTSAK liburuan emaitza da.	GETAIKO EUSKERA liburuan Bizkaiko euskara jasotzen da.	2
s3	dialectal	bizkaia	prem149	Digitalizaziñoin hasieretan, webgunik sortu zin, ta komunikaziñoi demokratizatzeko aukerak eskeiñi zitxuezen.	Digitalazioa orain dela asko gertatu zen.	1
s3	dialectal	bizkaia	prem149	Digitalizaziñoin hasieretan, webgunik sortu zin, ta komunikaziñoi demokratizatzeko aukerak eskeiñi zitxuezen.	Digitalizazioaren hastapenetan, webguneak ezagunagoak bihurtu ziren.	0
s3	dialectal	bizkaia	prem149	Digitalizaziñoin hasieretan, webgunik sortu zin, ta komunikaziñoi demokratizatzeko aukerak eskeiñi zitxuezen.	Digitalazio hasieran, komunikazio aukerak suntsitu ziren.	2
g7	dialectal	gipuzkoa	prem150	Sari-banaketa bi neska gazte azaldu zian, sarrera euskeraz ta tarteka re bai, baiño gehiena gazteleraz.	Neskek ingelesez hitz egin zuten sari-banaketan.	2
g7	dialectal	gipuzkoa	prem150	Sari-banaketa bi neska gazte azaldu zian, sarrera euskeraz ta tarteka re bai, baiño gehiena gazteleraz.	Sari-banaketa Lekeition izan zen.	1
g7	dialectal	gipuzkoa	prem150	Sari-banaketa bi neska gazte azaldu zian, sarrera euskeraz ta tarteka re bai, baiño gehiena gazteleraz.	Neskek gehiago hitz egin zuten gaztelaniaz euskaraz baino.	0
g3	berridazketa	gipuzkoa	prem151	Nik asko gomentatzen dizuet Getariako xagura joatea.	San Anton media ezagutzeak merezi du.	0
g3	berridazketa	gipuzkoa	prem151	Nik asko gomentatzen dizuet Getariako xagura joatea.	San Anton mendia oso itsusia da.	2
g3	berridazketa	gipuzkoa	prem151	Nik asko gomentatzen dizuet Getariako xagura joatea.	San Anton Mendia Espainian dago.	1
s4	dialectal	gipuzkoa	prem152	Lilikin-ta topo in genun aurrez aurre.	Lili orain dela asko ez dugula ikusten.	2
s4	dialectal	gipuzkoa	prem152	Lilikin-ta topo in genun aurrez aurre.	Lili ikusi genuen.	0
s4	dialectal	gipuzkoa	prem152	Lilikin-ta topo in genun aurrez aurre.	Lili oso polita zegoen.	1
g8	toka	gipuzkoa	prem153	Eguzkiya gero eta gorriagua dan zirkuferentziya baino ez dek nerabearen begitan.	Nerabeak oso dibertigarriak dira.	1
g8	toka	gipuzkoa	prem153	Eguzkiya gero eta gorriagua dan zirkuferentziya baino ez dek nerabearen begitan.	Nerabeek ez dute kasu handirik egiten beste gauza guztiei.	0
g8	toka	gipuzkoa	prem153	Eguzkiya gero eta gorriagua dan zirkuferentziya baino ez dek nerabearen begitan.	Nerabeak gauza guztietaz konturatzen dira.	2
g5	dialectal	gipuzkoa	prem154	"Solte taldiak ""IXA"" azken diskoan (Taupaka elkartia, 2016) Eraldatutako mundua abestiakin bideklip berritzaillia prestatu u."	Abestia ospetsua handia irabazi du denbora gutxian.	1
g5	dialectal	gipuzkoa	prem154	"Solte taldiak ""IXA"" azken diskoan (Taupaka elkartia, 2016) Eraldatutako mundua abestiakin bideklip berritzaillia prestatu u."	Solte taldeak bideoklip berri bat prestatu du.	0
g5	dialectal	gipuzkoa	prem154	"Solte taldiak ""IXA"" azken diskoan (Taupaka elkartia, 2016) Eraldatutako mundua abestiakin bideklip berritzaillia prestatu u."	Solte taldea erretiratu egin dira eta ez dute ezer gehiago egingo.	2
g4	berridazketa	nafarroa	prem155	Eraldaketa digitalak paradigma aldaketa handia ekartzen du kultura ta sormen-arloan	Eraldaketa digitalak paradigma aldaketa txikia dakar kultura eta sormen-arloan.	2
g4	berridazketa	nafarroa	prem155	Eraldaketa digitalak paradigma aldaketa handia ekartzen du kultura ta sormen-arloan	Eraldaketa digitala oraindik berrikuntza asko ekar ditzake gure gizartean.	1
g4	berridazketa	nafarroa	prem155	Eraldaketa digitalak paradigma aldaketa handia ekartzen du kultura ta sormen-arloan	Eraldaketa digitalak aukera gehiago ematen dizkizu kultura eta sormen-arloan.	0
g2	dialectal	bizkaia	prem156	Europar Batasune hainbat hamarkada luzitan ibilli re lehen mundun erreferentzixi ixaten demokrazixiaz, berdintxasunaz, segurtasunaz eta ongixatiaz	Estatu Batuak izan dira lehen munduko erreferentzia demokraziaz, berdintasunaz, segurtasunaz eta ongizateaz.	2
g2	dialectal	bizkaia	prem156	Europar Batasune hainbat hamarkada luzitan ibilli re lehen mundun erreferentzixi ixaten demokrazixiaz, berdintxasunaz, segurtasunaz eta ongixatiaz	Europar Batasunean hainbat herrialde daude.	1
g2	dialectal	bizkaia	prem156	Europar Batasune hainbat hamarkada luzitan ibilli re lehen mundun erreferentzixi ixaten demokrazixiaz, berdintxasunaz, segurtasunaz eta ongixatiaz	Europar Batasuna haibat arlotan lehen munduko erreferentzia da.	0
s3	dialectal	bizkaia	prem157	Bixitxiai logika komertzialaz behatzetsau: dana errez, komodo, aldatzeko morun, kalidadeku eta merki.	Bizitza logika komertzialaren bitartez begiratzen badugu dena errazagoa izango litzateke.	0
s2	toka	gipuzkoa	prem157	Logika komertzialakin bidatzen diu bizie: dena errex, komodo, aldagarri, kalidadezko ta merke.	Bizitza logika komertzialaren bitartez begiratzen badugu dena errazagoa izango litzateke.	0
s1	dialectal	bizkaia	prem157	Logika kormertzialagaz beitzutendu bizidxe: dana errez, eroso, aldagarri, kalitatezku da merke.	Logika komertzialarekin begiratzen dugu bizitza: dena zail, deseroso, aldaezin, erdipurdiko eta garesti.	2
s2	noka	gipuzkoa	prem157	Logika komertzialakin bidatzen diñau bizie: dena errex, komodo, aldagarri, kalidadezko ta merke.	Logika komertzialarekin begiratzen dugu bizitza: dena zail, deseroso, aldaezin, erdipurdiko eta garesti.	2
s2	toka	gipuzkoa	prem157	Logika komertzialakin bidatzen diu bizie: dena errex, komodo, aldagarri, kalidadezko ta merke.	Logika komertzialarekin begiratzen dugu bizitza: dena zail, deseroso, aldaezin, erdipurdiko eta garesti.	2
s3	dialectal	bizkaia	prem157	Bixitxiai logika komertzialaz behatzetsau: dana errez, komodo, aldatzeko morun, kalidadeku eta merki.	Logika komertzialarekin begiratzen dugu bizitza: dena zail, deseroso, aldaezin, erdipurdiko eta garesti.	2
s3	dialectal	bizkaia	prem157	Bixitxiai logika komertzialaz behatzetsau: dana errez, komodo, aldatzeko morun, kalidadeku eta merki.	Logika komertziala gaur eguneko kontzeptu berri bat da.	1
s2	toka	gipuzkoa	prem157	Logika komertzialakin bidatzen diu bizie: dena errex, komodo, aldagarri, kalidadezko ta merke.	Logika komertziala gaur eguneko kontzeptu berri bat da.	1
s2	noka	gipuzkoa	prem157	Logika komertzialakin bidatzen diñau bizie: dena errex, komodo, aldagarri, kalidadezko ta merke.	Bizitza logika komertzialaren bitartez begiratzen badugu dena errazagoa izango litzateke.	0
s1	dialectal	bizkaia	prem157	Logika kormertzialagaz beitzutendu bizidxe: dana errez, eroso, aldagarri, kalitatezku da merke.	Bizitza logika komertzialaren bitartez begiratzen badugu dena errazagoa izango litzateke.	0
s2	noka	gipuzkoa	prem157	Logika komertzialakin bidatzen diñau bizie: dena errex, komodo, aldagarri, kalidadezko ta merke.	Logika komertziala gaur eguneko kontzeptu berri bat da.	1
s1	dialectal	bizkaia	prem157	Logika kormertzialagaz beitzutendu bizidxe: dana errez, eroso, aldagarri, kalitatezku da merke.	Logika komertziala gaur eguneko kontzeptu berri bat da.	1
g2	dialectal	bizkaia	prem158	Entzutegi Nazionalin, epailin aurrin, ez ben aitorpena berretsi	Dena aitortu zuten epailearen aurrean.	2
g2	dialectal	bizkaia	prem158	Entzutegi Nazionalin, epailin aurrin, ez ben aitorpena berretsi	Entzutegi Nazionalean erabaki hartzen dira.	1
g2	dialectal	bizkaia	prem158	Entzutegi Nazionalin, epailin aurrin, ez ben aitorpena berretsi	Epaileari ez zioten aitortu, aitortu beharrekoa.	0
g3	berridazketa	gipuzkoa	prem159	Antton Olariagak sari bat jasoko du Santutxun, Komiki Egunean.	Antton Olariagak Joseph Camino saria irabaziko du egindako lanagatik.	0
g3	berridazketa	gipuzkoa	prem159	Antton Olariagak sari bat jasoko du Santutxun, Komiki Egunean.	Joseph Caminok saria Madrilen jasoko du.	2
g3	berridazketa	gipuzkoa	prem159	Antton Olariagak sari bat jasoko du Santutxun, Komiki Egunean.	Joseph Camino 2015ean hil zen.	1
g4	dialectal	nafarroa	prem160	Atzo momentu baten Nancho Novo aktore galiziarra ikusi nun telebistan Jesusen aitan paperen, serio puta.	Atzo une batez serio demonio pelikula ikusi nuen.	0
g4	dialectal	nafarroa	prem160	Atzo momentu baten Nancho Novo aktore galiziarra ikusi nun telebistan Jesusen aitan paperen, serio puta.	Nacho Novo aktoreak beti betetzen ditu umorezko paperak.	2
g4	dialectal	nafarroa	prem160	Atzo momentu baten Nancho Novo aktore galiziarra ikusi nun telebistan Jesusen aitan paperen, serio puta.	Nacho Novo aktorea 1958ko irailaren 17an jaio zen.	1
s3	dialectal	bizkaia	prem161	Julixun 13an inaguratutako lokala setiembrin 28xan itxiben Ertzainek, juezak firmatako utzitzeko ainddu beteta.	Lokalak hil bat baino pixka bat gehiago egon da irekita.	0
s2	noka	gipuzkoa	prem161	Uztaillen 13n inaugurautako lokala iraillen 28n itxiarazi zienan Ertzaiñek epaillek siñautako huste agindue betearaziz.	Lokalak hil bat baino pixka bat gehiago egon da irekita.	0
s2	toka	gipuzkoa	prem161	Uztaillen 13n inaugurautako lokala iraillen 28n itxiarazi zien Ertzaiñek epaillek siñautako huste agindue betearaziz.	Lokalak hil bat baino pixka bat gehiago egon da irekita.	0
s1	dialectal	bizkaia	prem161	Uzatilan 13en inaugure zandan lokala irailan 28dxen itxiarazi zauen Ertzaintzak epailien huste agindue betearaziz.	Lokala asko gustatzen zitzaidan.	1
s2	toka	gipuzkoa	prem161	Uztaillen 13n inaugurautako lokala iraillen 28n itxiarazi zien Ertzaiñek epaillek siñautako huste agindue betearaziz.	Lokala asko gustatzen zitzaidan.	1
s2	toka	gipuzkoa	prem161	Uztaillen 13n inaugurautako lokala iraillen 28n itxiarazi zien Ertzaiñek epaillek siñautako huste agindue betearaziz.	Uztailaren 13an inauguratutako lokala irekita jarraitzen du eta ez sekula itxi.	2
s2	noka	gipuzkoa	prem161	Uztaillen 13n inaugurautako lokala iraillen 28n itxiarazi zienan Ertzaiñek epaillek siñautako huste agindue betearaziz.	Uztailaren 13an inauguratutako lokala irekita jarraitzen du eta ez sekula itxi.	2
s1	dialectal	bizkaia	prem161	Uzatilan 13en inaugure zandan lokala irailan 28dxen itxiarazi zauen Ertzaintzak epailien huste agindue betearaziz.	Uztailaren 13an inauguratutako lokala irekita jarraitzen du eta ez sekula itxi.	2
s3	dialectal	bizkaia	prem161	Julixun 13an inaguratutako lokala setiembrin 28xan itxiben Ertzainek, juezak firmatako utzitzeko ainddu beteta.	Lokala asko gustatzen zitzaidan.	1
s3	dialectal	bizkaia	prem161	Julixun 13an inaguratutako lokala setiembrin 28xan itxiben Ertzainek, juezak firmatako utzitzeko ainddu beteta.	Uztailaren 13an inauguratutako lokala irekita jarraitzen du eta ez sekula itxi.	2
s2	noka	gipuzkoa	prem161	Uztaillen 13n inaugurautako lokala iraillen 28n itxiarazi zienan Ertzaiñek epaillek siñautako huste agindue betearaziz.	Lokala asko gustatzen zitzaidan.	1
s1	dialectal	bizkaia	prem161	Uzatilan 13en inaugure zandan lokala irailan 28dxen itxiarazi zauen Ertzaintzak epailien huste agindue betearaziz.	Lokalak hil bat baino pixka bat gehiago egon da irekita.	0
g2	dialectal	bizkaia	prem162	Gaba baten, Lucia eta Miren ardaun batzun bueltan ebizela, Andrea gonbidatu ben nausixan etxea, eta harreman sexualak euki ben hirurek	Harreman sexualak edukitzerakoan kontu handia izan behar da sexu-transmisioko gaixotasunekin.	1
g2	dialectal	bizkaia	prem162	Gaba baten, Lucia eta Miren ardaun batzun bueltan ebizela, Andrea gonbidatu ben nausixan etxea, eta harreman sexualak euki ben hirurek	Harreman sexualak izan zituzten egunean, nagusiaren etxean egon ziren.	0
g2	dialectal	bizkaia	prem162	Gaba baten, Lucia eta Miren ardaun batzun bueltan ebizela, Andrea gonbidatu ben nausixan etxea, eta harreman sexualak euki ben hirurek	Lucia, Miren eta Andrea birjinak dira.	2
g5	dialectal	gipuzkoa	prem163	Laxte esango ue pelikula zeiñ aretok proiektutako un.	Pelikula areto batean ikusiko da.	0
g5	dialectal	gipuzkoa	prem163	Laxte esango ue pelikula zeiñ aretok proiektutako un.	Berandu jakinaraziko dute zein aretotan proiektatu den.	2
g5	dialectal	gipuzkoa	prem163	Laxte esango ue pelikula zeiñ aretok proiektutako un.	Jendea pelikula ikusteko irrikaz dago.	1
s4	dialectal	gipuzkoa	prem164	Gure arloa sufrittua da ta moldatzeko gattasun haundia dakagu.	Gure arloan ez dugu ezer egiten, oso aspergarria da.	2
s4	dialectal	gipuzkoa	prem164	Gure arloa sufrittua da ta moldatzeko gattasun haundia dakagu.	Lan neketsu asko egiten dira gure arloan.	0
s4	dialectal	gipuzkoa	prem164	Gure arloa sufrittua da ta moldatzeko gattasun haundia dakagu.	Sufritua izan arren, asko gustatzen zaigu gure arloa.	1
g1	dialectal	bizkaia	prem165	Urduñako ekonomia sustetea dau helburu eta Euskadiko Garapen Agentzietako Garapen Sareko kidea da.	Urduña Araban dago kokatuta.	1
g8	toka	gipuzkoa	prem165	Urduñako ekonomia sustatzia zekak helburu eta Euskadiko Garapen Agentzietako Garapen Sareko kidia dek.	Urduña Araban dago kokatuta.	1
g1	dialectal	bizkaia	prem165	Urduñako ekonomia sustetea dau helburu eta Euskadiko Garapen Agentzietako Garapen Sareko kidea da.	Euskadiko Garapen Agentzietako Garapen Sareak ez du kiderik.	2
g8	toka	gipuzkoa	prem165	Urduñako ekonomia sustatzia zekak helburu eta Euskadiko Garapen Agentzietako Garapen Sareko kidia dek.	Euskadiko Garapen Agentzietako Garapen Sareak ez du kiderik.	2
g1	dialectal	bizkaia	prem165	Urduñako ekonomia sustetea dau helburu eta Euskadiko Garapen Agentzietako Garapen Sareko kidea da.	Urduñako ekonomiari lagundu nahi dio.	0
g8	toka	gipuzkoa	prem165	Urduñako ekonomia sustatzia zekak helburu eta Euskadiko Garapen Agentzietako Garapen Sareko kidia dek.	Urduñako ekonomiari lagundu nahi dio.	0
g5	dialectal	gipuzkoa	prem166	Denbora gutxio uenak e baue ikastaro motxaguak iteko aukera.	Denbora urriagoa dutenek ere badute ikastaro luzeagoak egiteko aukera.	2
g5	dialectal	gipuzkoa	prem166	Denbora gutxio uenak e baue ikastaro motxaguak iteko aukera.	Ez nekien horrelako aukerarik zegoela ikastaro horretan.	1
g5	dialectal	gipuzkoa	prem166	Denbora gutxio uenak e baue ikastaro motxaguak iteko aukera.	Denbora urriago duten pertsonetan ere pentsatzen dute.	0
g7	dialectal	gipuzkoa	prem167	Hiru urte ta erditan auzoko gazte jendia hor elkartzen zan baino 2011ko azaron Lakomi Gaztetxea itxi ein zuten.	Denbora asko igaro nuen Lakomi Gaztetzean.	1
g7	dialectal	gipuzkoa	prem167	Hiru urte ta erditan auzoko gazte jendia hor elkartzen zan baino 2011ko azaron Lakomi Gaztetxea itxi ein zuten.	Gaur egun Lakomi Gaztetxea ez dago irekita.	0
g7	dialectal	gipuzkoa	prem167	Hiru urte ta erditan auzoko gazte jendia hor elkartzen zan baino 2011ko azaron Lakomi Gaztetxea itxi ein zuten.	Lakomi Gaztetxea 10 urte iraun zuen irekita.	2
g3	berridazketa	gipuzkoa	prem168	1972an kriston buelta emantzion euskal umore grafikoaren historiari. Bere estilo propioa erabiltzen hasi zen Zeruko Argian	1972an Zeruko Argia-z gain beste gauza batzuk gertatu ziren.	1
g3	berridazketa	gipuzkoa	prem168	1972an kriston buelta emantzion euskal umore grafikoaren historiari. Bere estilo propioa erabiltzen hasi zen Zeruko Argian	Euskal umore grafikoaren historian Zeruko Argia-k eragina izan zuen.	0
g3	berridazketa	gipuzkoa	prem168	1972an kriston buelta emantzion euskal umore grafikoaren historiari. Bere estilo propioa erabiltzen hasi zen Zeruko Argian	2015an Zeruko Argia-n hasi eta nortasun handiko estilo berritzailearekin, euskal umore grafikoaren historiari irauli bat eman zion.	2
s1	dialectal	bizkaia	prem169	Gaztetape hondartza harriz beteta dau; baie amorrotz politx bat topa gendun.	Gaztetape hondartzan ez dago olagarrorik.	2
s1	dialectal	bizkaia	prem169	Gaztetape hondartza harriz beteta dau; baie amorrotz politx bat topa gendun.	Olagarroa oso pozoitsua zenez, ez gara inoiz berriro joan Gaztetape hondartzara.	1
s1	dialectal	bizkaia	prem169	Gaztetape hondartza harriz beteta dau; baie amorrotz politx bat topa gendun.	Gaztetape hondartza ez dago hondarrez betea.	0
g7	dialectal	gipuzkoa	prem170	Osasunez dexente ondo dabil ta lanen de bai indartsu mantentzen da, bateze gelen alokairuakin.	Gela alokairuetan lan ona egiten du.	0
g7	dialectal	gipuzkoa	prem170	Osasunez dexente ondo dabil ta lanen de bai indartsu mantentzen da, bateze gelen alokairuakin.	Hainbat gaixotasun ditu eta lanean kaskar samar dabil.	2
g7	dialectal	gipuzkoa	prem170	Osasunez dexente ondo dabil ta lanen de bai indartsu mantentzen da, bateze gelen alokairuakin.	Denbora batez kaskar samar ibili da, baina orain hobeto dabil.	1
g3	berridazketa	gipuzkoa	prem171	Super pozik eta egindakoa jendearekin konpartitzeko gogoakin daude taldekoak.	Taldekideak goibel egon dira.	2
g3	berridazketa	gipuzkoa	prem171	Super pozik eta egindakoa jendearekin konpartitzeko gogoakin daude taldekoak.	Taldekideak oso pozik daude egindako lanarekin.	0
g3	berridazketa	gipuzkoa	prem171	Super pozik eta egindakoa jendearekin konpartitzeko gogoakin daude taldekoak.	Zaleak izugarrizko irrika dute dena entzuteko.	1
s2	dialectal	gipuzkoa	prem172	Demokrazik ez gaittu aske ingo	Demokrazia egitura politiko bat da.	1
s2	dialectal	gipuzkoa	prem172	Demokrazik ez gaittu aske ingo	Demokraziak preso egingo gaitu.	0
s2	toka	gipuzkoa	prem172	Demokrazik ez gatxik aske ingo.	Demokrazia egitura politiko bat da.	1
s2	noka	gipuzkoa	prem172	Demokrazik ez gatxin aske ingo	Demokrazia egitura politiko bat da.	1
s2	toka	gipuzkoa	prem172	Demokrazik ez gatxik aske ingo.	Demokraziak preso egingo gaitu.	0
s2	noka	gipuzkoa	prem172	Demokrazik ez gatxin aske ingo	Demokraziak askatu egingo gaitu	2
s2	dialectal	gipuzkoa	prem172	Demokrazik ez gaittu aske ingo	Demokraziak askatu egingo gaitu	2
s2	toka	gipuzkoa	prem172	Demokrazik ez gatxik aske ingo.	Demokraziak askatu egingo gaitu	2
s2	noka	gipuzkoa	prem172	Demokrazik ez gatxin aske ingo	Demokraziak preso egingo gaitu.	0
s4	dialectal	gipuzkoa	prem173	Kaletatik jasotako animalik etorkizun duina izan zaten, katuk adoptatzeko mezuaren helburua da jendearen artean zabaltzea.	Adoptatutako katuak kaleratzea du xede.	2
s4	dialectal	gipuzkoa	prem173	Kaletatik jasotako animalik etorkizun duina izan zaten, katuk adoptatzeko mezuaren helburua da jendearen artean zabaltzea.	Kaleetan katu asko daude.	1
s4	dialectal	gipuzkoa	prem173	Kaletatik jasotako animalik etorkizun duina izan zaten, katuk adoptatzeko mezuaren helburua da jendearen artean zabaltzea.	Kaleetatik jasotako animaliek baldintza txarragoak dituzte, adoptatuak baino.	0
g1	dialectal	bizkaia	prem174	Igual aldaketak eztira momentuan sumatuko baña bagabiz poliki pausuak norantza barri batean emoteko irizpideak finkatzen	Aldaketak lortzeko mentalitate ekina izan behar da.	1
g1	dialectal	bizkaia	prem174	Igual aldaketak eztira momentuan sumatuko baña bagabiz poliki pausuak norantza barri batean emoteko irizpideak finkatzen	Norabide zahar batean emateko irizpideak finkatzen dihardugu.	2
g1	dialectal	bizkaia	prem174	Igual aldaketak eztira momentuan sumatuko baña bagabiz poliki pausuak norantza barri batean emoteko irizpideak finkatzen	Aldaketak apurka-apurka nabarituko dira.	0
g8	dialectal	gipuzkoa	prem175	Egun batian Amancay Gaztañaga Sagarzazuk (Guayaquil, 1980) Pandoraren kutxa ireki eta mila koloreko mundua deskubritu zun.	 Amancay Gaztañaga Sagarzazu k Pandoraren kutxa itxita mantendu zuen.	2
g8	dialectal	gipuzkoa	prem175	Egun batian Amancay Gaztañaga Sagarzazuk (Guayaquil, 1980) Pandoraren kutxa ireki eta mila koloreko mundua deskubritu zun.	 Amancay Gaztañaga Sagarzazu k gipuzkoarra da.	1
g8	dialectal	gipuzkoa	prem175	Egun batian Amancay Gaztañaga Sagarzazuk (Guayaquil, 1980) Pandoraren kutxa ireki eta mila koloreko mundua deskubritu zun.	Pandoraren kutxa irekiz gero, mila koloreko mundua deskubritu dezakezu.	0
s4	dialectal	gipuzkoa	prem175	Eun batin Amancay Gaztañaga Sagarzazuk (Guayaquil, 1980) Pandoraren kaxa iriki ta milla koloreko mundua deskubritu zun.	Pandoraren kutxa irekiz gero, mila koloreko mundua deskubritu dezakezu.	0
s4	dialectal	gipuzkoa	prem175	Eun batin Amancay Gaztañaga Sagarzazuk (Guayaquil, 1980) Pandoraren kaxa iriki ta milla koloreko mundua deskubritu zun.	 Amancay Gaztañaga Sagarzazu k gipuzkoarra da.	1
s4	dialectal	gipuzkoa	prem175	Eun batin Amancay Gaztañaga Sagarzazuk (Guayaquil, 1980) Pandoraren kaxa iriki ta milla koloreko mundua deskubritu zun.	 Amancay Gaztañaga Sagarzazu k Pandoraren kutxa itxita mantendu zuen.	2
g5	dialectal	gipuzkoa	prem176	Umorea erabilita ta alaitasunakin gauz asko lortze ia umekin.	Umorea eta alaitasuna umeekin erabiliz gero, zutaz aprobetxatuko dira	2
g5	dialectal	gipuzkoa	prem176	Umorea erabilita ta alaitasunakin gauz asko lortze ia umekin.	Umeei asko gustatzen zaie umorea eta alaitasuna.	0
g5	dialectal	gipuzkoa	prem176	Umorea erabilita ta alaitasunakin gauz asko lortze ia umekin.	Umeak batzuetan oso neketsuak dira.	1
g1	dialectal	bizkaia	prem177	Zergaitik sortzen dauen gutako gehienongan bildurra argitasun ezak, erabateko iluntasunak.	Gizartea oso ausarta da, ez du inolako beldurrik.	2
g1	dialectal	bizkaia	prem177	Zergaitik sortzen dauen gutako gehienongan bildurra argitasun ezak, erabateko iluntasunak.	Ez dugu beldurrik izan behar iluntasunari, beldur irrazional bat da.	1
g1	dialectal	bizkaia	prem177	Zergaitik sortzen dauen gutako gehienongan bildurra argitasun ezak, erabateko iluntasunak.	Iluntasunak eta argi ezak beldurra gizarte gehienari beldurra ematen dio.	0
